"Class" "eD1" "eS1" "eL1" "eD2" "eS2" "eL2" "eD3" "eS3" "eL3" "eD4" "eS4" "eL4" "eD5" "eS5" "eL5" "eD6" "eS6" "eL6" "Theta1.1" "Theta1.2" "Theta1.3" "Theta1.4" "Theta1.5" "Theta1.6" "Theta2.1" "Theta2.2" "Theta2.3" "Theta2.4" "Theta2.5" "Theta2.6" "LogAlpha1" "LogAlpha2" "LogAlpha3" "LogAlpha4" "LogAlpha5" "LogAlpha6" "LogSigmaSq1" "LogSigmaSq2" "LogSigmaSq3" "LogSigmaSq4" "LogSigmaSq5" "LogSigmaSq6"
1 2.73073083107198 2.69835267265649 2.72272507603137 1.93757631289538 1.92622721059132 1.92739557687769 4.69154396155419 1.22357932047508 3.60905191893617 2.3659675789239 2.36289092339315 2.35404647031232 0.524354056264216 0.508448090187605 0.529827046720967 2.10951657905401 2.11441044458547 2.11356030025102 2.68979423679411 1.93600587896071 3.24546021874994 2.36530678113922 0.516246121842414 2.10649132495746 2.68979423679411 1.93600587896071 3.24546021874994 2.36530678113922 0.516246121842414 2.10649132495746 2.13437633193098 2.4606291661039 1.77385763917118 2.18471082625911 2.05507596815005 2.79812276456505 -0.469659675611183 -1.14654909167439 2.05070544336922 -1.37608564505354 -0.981028291163966 -1.54905953840353
1 0.910886973717543 1.12919478667409 2.75839617588432 1.63300198215345 2.72396280581988 -0.536304085380134 7.89722348340611 7.76766662789821 8.30768915966662 2.89957980837619 2.91502045078416 2.9968524956701 3.68134051735434 3.62514730654355 3.70648316626866 4.57006668732751 4.565838758707 4.61667439287849 2.0396090997383 1.84010870987549 3.97620397270657 2.93815786251798 3.78306957078166 4.56027630483732 2.0396090997383 1.84010870987549 3.97620397270657 2.93815786251798 3.78306957078166 4.56027630483732 0.933614837704226 1.76972948201001 0.271330431103706 1.585049969377 1.66062641423196 0.39873100281693 1.44366520177573 2.72786339581944 1.35673664696515 -0.84540110710077 -0.0353061051573604 -1.68936995835975
1 1.25251239118712 1.96496389782219 1.14795692108714 1.76432177574069 1.82575363860803 1.90310353929114 4.59307107850275 5.29887373974934 5.72241760930471 0.420052345000486 0.411510612004883 0.450672111756469 4.1263242781587 4.18373406122487 4.14826147967394 4.74823227192001 4.79598915315134 4.78471326427685 1.56758412369527 1.78476838162169 4.77714280015789 0.424962632823735 4.15919304941781 4.76878240820952 1.56758412369527 1.78476838162169 4.77714280015789 0.424962632823735 4.15919304941781 4.76878240820952 0.380574429407716 1.05736186006106 0.111650187755004 1.45102151110768 0.656982370186597 2.5411226421129 0.68615854321979 -0.810187844792381 -0.230229202890769 -1.49038182967342 -1.97159855323844 -0.887378681683913
1 1.89123030318423 2.07243792230743 1.80269832367728 4.00150008598717 2.95298656052278 1.8892874233576 2.96830856170386 2.99370385480476 2.20639279735967 4.85272387513333 4.67822360370478 3.4046131327673 3.90609313041047 3.80887672778352 3.70461148102307 2.92556468593079 1.52130608443167 2.53349114263387 1.90347929601558 2.01948832254857 2.9568035621196 4.62781090755016 3.81574322935194 2.43456932483241 1.90347929601558 2.01948832254857 2.9568035621196 4.62781090755016 3.81574322935194 2.43456932483241 2.89598712720908 1.32176704891026 0.69310240354389 1.02213700558059 2.99382225587033 1.64619332947768 1.16647884203121 1.66038716514595 1.11229768907651 1.16441311500967 1.50423069437966 2.10691288416274
1 -1.78661667349146 5.22778977672799 3.62780494217284 3.03629925221621 3.14216508610876 3.07466578190594 1.15149592381656 2.13176011934874 0.801196334192584 1.58863552534621 1.57815962406417 1.52362957866074 3.02811370091038 3.06290198010146 3.05573571391651 5.19467511759637 4.7647722876438 4.51709192463564 4.0568068169523 2.96205216087401 0.520529571222141 1.48814194137231 3.05508879362606 4.65825467603281 4.0568068169523 2.96205216087401 0.520529571222141 1.48814194137231 3.05508879362606 4.65825467603281 0.33241937099956 2.68852893495932 0.636446648044512 1.68842780753039 1.31780014489777 0.210994282504544 1.5835550702177 1.56607114314102 1.52417893824168 0.195402926299721 -1.74301076494157 -0.194650179939345
1 4.28088727081079 4.60743250869967 4.64500479655663 2.70851565484412 5.43186382642626 4.36145450703163 2.27021900294029 2.37336169309379 6.16754144507426 2.43111828671594 2.54498599589328 2.49978388785039 1.18228836185441 0.947643299760788 1.41300213379523 2.40355583815975 2.79649668300009 2.77504303008873 4.6073422243353 3.27566980500706 3.88676915317774 2.41824956377968 1.41372977406718 2.71712051122449 4.6073422243353 3.27566980500706 3.88676915317774 2.41824956377968 1.41372977406718 2.71712051122449 1.63554729125462 1.86085619917139 0.0482775340788066 0.407955291448161 0.978316783206537 2.3053447951097 1.8189480965957 2.48013977031223 1.29153410391882 -1.37770314048976 0.478388187009841 0.879808996804059
1 1.60479296900268 1.59922339283426 0.940784065463575 4.06519129221741 3.52704888082462 4.1562773274391 3.63750738755711 -8.27915342722977 -5.85366382610026 0.687738938307926 0.548972778285966 0.220624639338541 4.61028907013542 4.65995714504548 4.61131224200079 3.79504960038412 3.78113828073525 3.77113512961105 0.958384913392365 3.71158197638579 3.52331703412347 0.469205982517451 4.62469610618427 3.78318994189613 0.958384913392365 3.71158197638579 3.52331703412347 0.469205982517451 4.62469610618427 3.78318994189613 0.328736902680248 0.167703484883532 0.358937277691439 1.91765584261157 2.46210095915012 2.39845616463572 -0.164811043534428 0.46791280573234 2.53791669337079 0.918062065728009 -0.405312015675008 -1.51172350440174
1 1.85199691199611 1.72408821337121 1.68606623090371 3.08214389030527 3.1154363569768 3.07034635642725 1.97231491832209 2.46127767616267 2.15637839970987 4.0733223704601 5.75224251519307 4.03440512256067 2.01849092879455 2.1090706555151 2.01767064853003 0.287153054791896 -0.538844248164956 -0.219151573420067 1.67839490110055 3.09316233033314 2.22053727367893 3.68846272700466 2.05587779521011 0.405012820847332 1.67839490110055 3.09316233033314 2.22053727367893 3.68846272700466 2.05587779521011 0.405012820847332 1.9415577230975 1.68777328496799 1.92380913323723 1.52112869778648 1.80724997143261 2.88296848791651 1.18371318397112 -1.16678705369122 0.998342656064779 2.11424015066586 -0.679637343157083 2.77667642291635
1 3.46322584764563 3.53832751331874 3.53151748637024 1.29849755641302 1.15225263395311 1.10268764113145 3.52790450815834 3.03714824339428 3.16706951102163 1.05829026213455 1.9670336753757 0.592214816639129 4.26700757271752 4.20184776077422 4.25289276531729 1.53197224483091 -10.8809329184701 -8.18259524191305 3.49978260695934 1.04581011109985 3.06217719917186 1.11142191337422 4.3150677846279 2.26842887699604 3.49978260695934 1.04581011109985 3.06217719917186 1.11142191337422 4.3150677846279 2.26842887699604 2.32327981106937 0.81788241234608 1.54589403513819 1.1647868596483 0.403990063816309 0.761891535948962 -0.151294511044398 0.325910300714895 0.827031284105033 1.17150266724639 -1.27192549686879 2.79379509226419
1 1.17765769070572 1.25917638223822 1.27610066995229 3.83944528588599 9.93802333910723 -7.03081945441583 4.33849403658868 4.34502637147918 4.35268363630936 3.11958891415373 2.98774253883428 2.92256706803963 13.5848575350186 0.733628228010669 -4.93412794778871 1.78866372052094 1.74100554082005 1.6718497750177 1.2600986706093 2.18498951173387 4.35344860889018 3.08265055646189 4.89001756650396 1.70263552106917 1.2600986706093 2.18498951173387 4.35344860889018 3.08265055646189 4.89001756650396 1.70263552106917 1.30480551207438 0.0103154126554727 2.22135196812451 0.412504321429879 0.0400179536081851 1.09776014112867 -1.16885857586749 1.63372719148174 -0.120877522742376 -0.774861235870048 2.08878490561619 -1.12504862993956
1 0.510432322445219 0.347695810556436 0.433538283934521 4.27994445284183 4.26494839217346 4.31982467632056 1.65005811381405 1.51371531079609 1.7274906528873 0.98786425558787 1.07364125181375 1.02998937492659 -3.11002922916722 -0.372318360455155 -0.616812921993545 1.6300267785766 1.59640030182922 1.59615113418537 0.216920344391838 4.26659403718077 1.64879629854113 1.05240808334202 4.06323033384979 1.55391446314752 0.216920344391838 4.26659403718077 1.64879629854113 1.05240808334202 4.06323033384979 1.55391446314752 0.472252438310534 1.364635478938 2.71595829678699 0.945693475892767 0.835780021268874 2.1467098959256 -0.211390125798062 -0.891950863180682 0.974034117069095 -1.07578581594862 2.54010971006937 0.490417511435226
1 4.54882554088316 4.54247208573203 4.56810341675601 1.30714715986808 1.29078209694479 1.31684346613262 2.56604357566592 5.45520453203063 -11.7173753018577 0.307139207607687 0.357891255637248 0.341008435613123 4.98701565355924 4.9963708314149 4.98956163461366 4.20112756846802 3.79895039868003 4.4672536678978 4.55468476982787 1.30578922689892 3.20008084643632 0.353110723663121 4.99311560764909 4.10602322313935 4.55468476982787 1.30578922689892 3.20008084643632 0.353110723663121 4.99311560764909 4.10602322313935 2.34102463396266 2.55788168683648 0.300194547045976 1.93575586262159 2.80505023361184 2.21078207180835 -1.15012725628912 -0.975147058954462 2.76497481926344 -0.12163813970983 -1.2236990656238 1.14141364884563
1 1.62232882956115 1.64495223927088 1.77571537468165 -4.0034847123367 1.67285057939932 -2.75667004292509 4.8839142942552 4.88281326657883 4.87665972970898 4.2383607419437 4.88748225760894 3.86919673148992 0.521912023019086 0.496129387309337 0.163057128001901 3.99744168405812 3.6122741662847 3.6269748445806 1.65765803074464 0.153246419504285 4.88155955797993 4.37812112853862 0.162859484553337 3.97542470949702 1.65765803074464 0.153246419504285 4.88155955797993 4.37812112853862 0.162859484553337 3.97542470949702 0.409793123602867 0.492984053911641 2.82547349715605 2.22547468403354 0.919206659775227 2.58831329620443 -1.69768646755256 2.35998603585176 -1.9096215039026 1.71396055794321 0.188371083466336 1.58176760724746
1 3.93430075311245 3.90976905700924 3.99089525700736 1.31357925299657 1.42745041698799 1.40408792245756 2.51501093387376 2.51430984832785 2.51535879278804 4.52915585658295 4.45456767020296 4.50709323907517 2.98395014636975 3.00510625911767 2.86816876527235 2.68915249271168 3.28244190639916 2.86203617453577 3.93836754141375 1.39979424071498 2.51939035253599 4.49433702160604 2.9963339632377 3.46591218840331 3.93836754141375 1.39979424071498 2.51939035253599 4.49433702160604 2.9963339632377 3.46591218840331 2.44259260268882 2.53350168163888 2.60501030017622 2.18704897700809 1.52226476976648 0.64640115131624 -0.0596670811064541 0.618716873694211 -1.89834505598992 -0.762008033227175 -0.989524135831743 0.272007141727954
1 1.86264998775548 0.235040292777768 0.878797079663247 2.92215960270759 2.88859981174164 2.90545270789361 -0.31939789744932 0.342814800891548 -0.162259833251364 5.94646664112252 -0.462147075529065 2.30938902275483 2.52302856141666 2.63654662512119 2.41165295879365 6.30482503135849 -4.22583985105969 2.10417610579204 1.1170184565708 2.88734176196158 0.080012371763587 1.36750599835068 2.6090215658769 0.912751518189907 1.1170184565708 2.88734176196158 0.080012371763587 1.36750599835068 2.6090215658769 0.912751518189907 2.51374223269522 2.62493245652877 2.17600652715191 0.923138234764338 2.96308061317541 0.639758090022951 2.45686599356122 0.147070711944252 1.67007846012712 1.72304578311741 1.31458784756251 2.03798572369851
1 1.12538531889444 1.44759842953108 1.66368960651946 1.11936685150549 1.00251486860644 1.05902094288592 3.3209676755854 3.30152235614086 3.29645813351603 18.3106491527255 0.557899579382176 -13.5028038164761 2.78278542143539 2.74759158298059 2.78498233902692 3.15680320542167 2.26547669854297 4.50611079637766 1.36444821255282 1.06496458640322 3.30450903973542 1.97110077366233 2.78810931020416 3.26937029254623 1.36444821255282 1.06496458640322 3.30450903973542 1.97110077366233 2.78810931020416 3.26937029254623 2.60456165252253 2.52685009106062 2.66420695139095 0.0690482729114592 1.47670971066691 1.00021952041425 2.19337269617245 0.301905568456277 -0.885108837857842 2.67912334832363 -1.01180362561718 1.30258127301931
1 0.281559369930125 0.786568543251757 7.68415127921861 3.42216764491064 -4.38276681665341 0.894591026605551 1.77734944609471 1.74037512932374 1.72956175291797 1.04256913268186 0.737854709547066 3.33836356031942 3.89781358408198 4.06193245553135 3.84047998101151 4.38664270730755 4.37153450108438 4.39717678275951 2.21647993545048 0.253295348957181 1.77225713036023 2.1786232595332 3.90105250640772 4.39388229046017 2.21647993545048 0.253295348957181 1.77225713036023 2.1786232595332 3.90105250640772 4.39388229046017 0.368441268336028 1.22167685581371 1.24197873682715 0.351314675761387 1.32866647560149 2.42287961742841 1.7158361938782 2.42250435356982 -1.75059188902378 0.837730970932171 -0.0797637125942856 -1.17550338432193
